,brightness
1071,111.4411973
1072,0
1073,112.9394933
1074,88.6403035
1075,0
1076,0
1077,136.8614648
1078,152.9619342
1079,154.6355131
1080,0
1081,0
1082,165.8864133
1083,131.4910301
1084,114.3890175
1085,0
1086,100.3384774
1087,99.70515046
1088,149.9123585
1089,132.6825489
1090,95.48778292
1091,137.0662294
1092,150.3103138
1093,122.5328575
1094,185.3628151
1095,101.2753022
1096,179.0381623
1097,101.751704
1098,115.786394
1099,161.5135674
1100,117.5638825
1101,145.455472
1102,176.675733
1103,100.5788966
1104,147.3182227
1105,142.5570988
1106,72.41599151
1107,0
1108,100.1386317
1109,97.35612783
1110,78.92277521
1111,0
1112,103.6354488
1113,166.3481546
1114,103.192644
1115,113.2439558
1116,118.9086613
1117,157.4763374
1118,166.6971772
1119,0
1120,100.4651813
1121,152.8964763
1122,69.91473765
1123,124.9861433
1124,155.799222
1125,0
1126,70.29472094
1127,153.1991705
1128,204.0645255
1129,195.8150399
1130,174.0584491
1131,83.12602881
1132,177.192001
1133,0
1134,95.3514982
1135,106.3098315
1136,116.3255208
1137,133.7698688
1138,0
1139,98.05279064
1140,162.0810507
1141,157.2591307
1142,0
1143,94.94058642
1144,108.8183192
1145,165.6898791
1146,0
1147,0
1148,119.88143
1149,88.03243956
1150,101.5009967
1151,124.3653228
1152,0
1153,155.3901427
1154,105.7218364
1155,162.1163194
1156,79.61400463
1157,64.2108089
1158,113.3943866
1159,157.1889146
1160,0
1161,113.6153549
1162,132.9775913
1163,154.844811
1164,111.7341178
1165,105.5732382
1166,164.8611433
1167,0
1168,100.874582
1169,101.2584877
1170,123.8867991
1171,127.9375965
1172,168.7991577
1173,193.144901
1174,151.7966499
1175,107.3224344
1176,127.2800604
1177,125.2006494
1178,105.5755208
1179,119.5374228
1180,97.86464763
1181,181.4142554
1182,83.04533179
1183,139.2135095
1184,0
1185,86.65991512
1186,176.2581983
1187,113.817001
1188,106.7328639
1189,133.9478524
1190,111.2694187
1191,98.07323817
1192,166.7445023
1193,0
1194,100.9793917
1195,116.8981481
1196,123.3610147
1197,131.4615484
1198,0
1199,164.8286716
1200,124.0346579
1201,112.1613619
1202,93.906893
1203,156.8766075
1204,114.4069573
1205,119.1843814
1206,71.72016461
1207,88.3598894
1208,74.99688143
1209,78.50160751
1210,133.975823
1211,120.3504372
1212,150.4303305
1213,132.5619213
1214,125.695634
1215,0
1216,168.8606289
1217,179.3167117
1218,118.0116705
1219,148.8614969
1220,138.8446181
1221,100.3493763
1222,0
1223,113.6826132
1224,139.1489519
1225,111.570216
1226,114.830697
1227,117.7267233
1228,142.2710584
1229,0
1230,154.1524884
1231,121.5212834
1232,149.9446373
1233,201.7565265
1234,109.156893
1235,108.4116512
1236,123.7254051
1237,112.5884452
1238,0
1239,97.52816358
1240,0
1241,101.3994985
1242,167.2984504
1243,69.67518647
1244,133.3604681
1245,162.6641911
1246,153.25
1247,0
1248,115.3966049
1249,0
1250,129.0063014
1251,39.64728009
1252,115.0609568
1253,0
1254,112.5519869
1255,146.0874807
1256,0
1257,187.6576003
1258,96.00501543
1259,122.6428755
1260,119.5289352
1261,112.6100502
1262,105.3749357
1263,149.8053305
1264,152.2809285
1265,88.4290445
1266,0
1267,130.158179
1268,172.6818416
1269,112.2107124
1270,97.23768647
1271,99.40882202
1272,149.2805748
1273,132.4639275
1274,119.9239969
1275,109.3466757
1276,113.795171
1277,114.6913902
1278,169.8688915
1279,130.59076
1280,127.1502058
1281,65.11233282
1282,134.3286073
1283,186.2556584
1284,145.4354102
1285,80.4378215
1286,105.8791474
1287,169.2864905
1288,136.4451839
1289,159.2039931
1290,135.7870049
1291,86.05851337
1292,163.5656507
1293,108.2061471
1294,134.5108668
1295,109.7521541
1296,140.6241319
1297,102.6739005
1298,136.6311407
1299,159.0930748
1300,109.1010802
1301,176.5456211
1302,102.8818158
1303,103.4793917
1304,153.3106674
1305,178.1898791
1306,0
1307,70.24122299
1308,0
1309,179.5662616
1310,114.1010159
1311,102.5874807
1312,137.9755015
1313,0
1314,86.07484568
1315,187.9522891
1316,158.0216049
1317,139.9321952
1318,100.6806842
1319,0
1320,133.0732382
1321,115.5857446
1322,0
1323,125.1105967
1324,0
1325,102.3161008
1326,105.2899949
1327,167.4333848
1328,0
1329,160.5942966
1330,48.7345679
1331,172.5168789
1332,0
1333,102.3885352
1334,121.2883873
1335,0
1336,120.271412
1337,105.6352559
1338,142.2172389
1339,156.8732317
1340,80.444991
1341,161.3447788
1342,92.75533693
1343,128.008134
1344,146.482446
1345,124.1315908
1346,138.6656057
1347,0
1348,111.8090921
1349,123.6648341
1350,130.0531764
1351,99.29324203
1352,137.134838
1353,114.4339635
1354,120.6576325
1355,136.0029257
1356,165.4694573
1357,160.5361368
1358,144.8157793
1359,157.385063
1360,145.3545846
1361,87.96206276
1362,133.5873843
1363,123.9249936
1364,106.9450553
1365,125.8750322
1366,130.0272955
1367,153.3980838
1368,135.145126
1369,113.0244985
1370,146.4774627
1371,159.693062
1372,101.2107446
1373,115.7436664
1374,109.4413259
1375,165.9763053
1376,120.7850437
1377,159.1150977
1378,142.713831
1379,0
1380,184.976241
1381,143.9430298
1382,0
1383,180.1233282
1384,124.6613297
1385,108.0684156
1386,147.0044046
1387,116.7620242
1388,116.8482832
1389,112.3101852
1390,79.75440458
1391,158.3024048
1392,105.6230388
1393,176.8704025
1394,106.3241062
1395,134.3638439
1396,161.025688
1397,173.6227816
1398,0
1399,101.2742734
1400,106.5882202
1401,75.44155093
1402,124.3772184
1403,129.6069959
1404,147.4372749
1405,124.2117413
1406,101.3363233
1407,128.2928884
1408,102.510063
1409,123.6713606
1410,0
1411,0
1412,135.7771669
1413,100.251704
1414,116.8106031
1415,175.1231996
1416,127.1113362
1417,71.4682356
1418,75.11577289
1419,126.8757716
1420,128.9481739
1421,153.8556777
1422,177.0377443
1423,93.01466049
1424,132.8885995
1425,127.8279964
1426,87.22055041
1427,92.10564558
1428,96.75498328
1429,100.864937
1430,103.1299833
1431,146.0621463
1432,118.1064172
1433,135.4247685
1434,100.9953382
1435,93.39158951
1436,105.1782086
1437,125.855517
1438,96.81124614
1439,153.9419046
1440,141.8305363
1441,78.91972094
1442,94.03057485
1443,115.6647698
1444,135.6356417
1445,134.0199331
1446,134.4567901
1447,125.0690908
1448,117.6280864
1449,124.784465
1450,106.4806456
1451,127.8796618
1452,144.7672647
1453,104.8854167
1454,0
1455,174.2437307
1456,117.4990676
1457,125.0434671
1458,97.67602238
1459,106.0875772
1460,126.4178884
1461,82.48257459
1462,150.0568416
1463,0
1464,107.3817194
1465,121.7129308
1466,91.88181584
1467,99.52234439
1468,132.4491062
1469,130.8410172
1470,100.7188465
1471,107.3811407
1472,121.8311471
1473,127.5185828
1474,94.85979295
1475,84.67216435
1476,0
1477,100.4231932
1478,145.4884259
1479,190.9037101
1480,152.7311278
1481,128.1971451
1482,155.00942
1483,97.3046232
1484,0
1485,134.176151
1486,136.4132266
1487,86.42036394
1488,82.81050669
1489,112.8422711
1490,162.650688
1491,80.366866
1492,91.63548097
1493,127.8108925
1494,172.7586806
1495,150.0639146
1496,77.99221965
1497,132.6158372
1498,133.2859761
1499,136.1765689
1500,95.31481481
1501,91.89461163
1502,170.0132459
1503,125.1800412
1504,136.7185571
1505,182.685153
1506,105.6528099
1507,83.28240741
1508,132.4063786
1509,156.5917888
1510,0
1511,195.0419239
1512,0
1513,0
1514,170.4181777
1515,120.4304591
1516,81.11091821
1517,0
1518,0
1519,181.7892554
1520,90.9291088
1521,145.7492605
1522,139.2993827
1523,82.30340149
1524,137.5108989
1525,89.19257973
1526,96.73283179
1527,148.7757523
1528,95.95923354
1529,180.045814
1530,89.30915638
1531,141.510481
1532,138.2514468
1533,0
1534,147.992927
1535,149.1561214
1536,153.1376672
1537,0
1538,144.373071
1539,148.0583205
1540,109.6761188
1541,150.6130401
1542,70.78597608
1543,118.6784658
1544,174.7802533
1545,70.73926183
1546,0
1547,151.1661523
1548,154.9544432
1549,0
1550,0
1551,158.9998714
1552,170.2990612
1553,118.5038259
1554,71.4136767
1555,169.2558192
1556,106.114294
1557,127.9011381
1558,0
1559,102.9480774
1560,155.1070602
1561,108.4132587
1562,112.0332755
1563,118.6010481
1564,101.6358668
1565,115.8179655
1566,101.1649627
1567,90.45113169
1568,97.86410108
1569,167.0943287
1570,133.6319766
1571,0
1572,114.3588606
1573,124.1366705
1574,123.9436085
1575,86.98225309
1576,127.1372171
1577,165.5317644
1578,129.5519869
1579,124.6165123
1580,0
1581,152.6611368
1582,101.1414288
1583,63.15959362
1584,177.1159336
1585,111.3915574
1586,94.27642747
1587,159.2986111
1588,130.7740805
1589,107.1280221
1590,166.4205247
1591,136.0641075
1592,93.3358732
1593,93.56555427
1594,107.2840149
1595,119.8985983
1596,115.1577289
1597,0
1598,125.7505466
1599,117.8254244
1600,100.0389339
1601,96.25231481
1602,0
1603,0
1604,129.6744792
1605,158.436857
1606,113.4065394
1607,190.2174318
1608,170.6951839
1609,137.7349859
1610,128.9633809
1611,115.6811664
1612,78.26697531
1613,160.0654257
1614,176.26884
1615,115.3404064
1616,124.9867863
1617,120.2980324
1618,124.1912616
1619,141.5185507
1620,120.7200682
1621,134.6956983
1622,185.0919174
1623,196.5982189
1624,0
1625,168.1694637
1626,101.1367348
1627,122.1967593
1628,111.0481289
1629,133.8237847
1630,83.29086291
1631,138.4676569
1632,128.391043
1633,0
1634,92.04472094
1635,0
1636,167.8171618
1637,107.273341
1638,0
1639,144.0301569
1640,153.2122557
1641,137.1098573
1642,138.9609375
1643,0
1644,116.1255787
1645,0
1646,133.2341178
1647,101.6114005
1648,0
1649,173.4840856
1650,142.0855195
1651,163.7966821
1652,123.1839956
1653,115.8680556
1654,123.5751029
1655,115.7796103
1656,0
1657,0
1658,95.4065072
1659,108.3117284
1660,90.12596451
1661,123.4031636
1662,86.85683513
1663,168.1439365
1664,128.3842271
1665,97.59683642
1666,90.42698688
1667,150.9643776
1668,80.80041152
1669,157.9422261
1670,124.3630723
1671,142.7462063
1672,140.9172454
1673,95.54192387
1674,108.6996206
1675,130.8828768
1676,140.0507652
1677,85.94000772
1678,0
1679,118.7197145
1680,77.82333462
1681,0
1682,64.39554398
1683,106.0795075
1684,133.2330247
1685,149.2239583
1686,171.079411
1687,131.5668724
1688,161.7857832
1689,0
1690,131.1104038
1691,181.4857575
1692,96.43209877
1693,93.63856739
1694,124.7552405
1695,0
1696,148.0123135
1697,0
1698,83.23479295
1699,103.8374164
1700,154.439847
1701,132.6527456
1702,96.12921168
1703,136.1194059
1704,121.2326389
1705,126.6407536
1706,128.857446
1707,178.2312243
1708,111.5949074
1709,114.2920203
1710,135.8661587
1711,145.5612461
1712,147.0723701
1713,174.9930556
1714,126.9971708
1715,145.3380916
1716,65.01195988
1717,138.642554
1718,0
1719,56.3977945
1720,117.3766075
1721,121.7517361
1722,86.26134902
1723,149.4224216
1724,138.9765625
1725,74.08484439
1726,146.8886317
1727,86.43624614
1728,117.6263825
1729,136.3288966
1730,60.7102302
1731,125.2990291
1732,97.15531764
1733,138.094168
1734,139.0251415
1735,0
1736,111.2745949
1737,144.6786265
1738,127.7117091
1739,0
1740,0
1741,100.0699588
1742,154.6193416
1743,126.3089635
1744,142.526974
1745,114.5762924
1746,163.5360082
1747,155.0073624
1748,103.1217207
1749,88.69193673
1750,116.8482832
1751,0
1752,91.9760481
1753,111.3702418
1754,149.068705
1755,136.6675669
1756,140.3901749
1757,133.8547775
1758,144.4429012
1759,178.7104231
1760,0
1761,131.7417374
1762,162.8260031
1763,130.1852173
1764,0
1765,66.99308771
1766,138.0368441
1767,73.17695473
1768,143.3747428
1769,113.5141461
1770,0
1771,121.3849987
1772,94.73787937
1773,95.90351723
1774,132.8270962
1775,142.7436986
1776,92.19704861
