,brightness
22020,93.42026749
22021,140.1391139
22022,98.89078575
22023,130.57491
22024,185.5554591
22025,158.3790188
22026,143.5335327
22027,77.19720936
22028,0
22029,61.83404064
22030,109.0037294
22031,169.1231996
22032,99.91882073
22033,134.5846515
22034,148.3357124
22035,164.9898727
22036,122.0473251
22037,198.2901878
22038,114.8527199
22039,165.4967207
22040,125.9602302
22041,156.4889403
22042,166.9148663
22043,166.3885995
22044,0
22045,128.973894
22046,101.6377636
22047,123.5317001
22048,106.0096772
22049,133.892554
22050,170.1451903
22051,137.5640432
22052,100.1376029
22053,81.79285622
22054,169.7861047
22055,87.97781636
22056,143.7208076
22057,166.7961998
22058,0
22059,108.8686021
22060,115.5586098
22061,101.6982382
22062,105.6440972
22063,175.7447274
22064,116.9269547
22065,133.1387603
22066,0
22067,123.3545203
22068,0
22069,170.6561214
22070,164.1281507
22071,125.2920203
22072,0
22073,106.0457497
22074,184.2125129
22075,142.6828704
22076,191.9138053
22077,126.0482253
22078,113.4014596
22079,111.772473
22080,61.10535622
22081,108.6057742
22082,114.3078704
22083,108.5645576
22084,125.1594972
22085,107.5935249
22086,155.4970422
22087,109.3541667
22088,118.6078639
22089,126.7371078
22090,172.8230131
22091,152.667374
22092,69.20142104
22093,153.709555
22094,71.98990484
22095,110.1309799
22096,134.2485211
22097,153.9986818
22098,0
22099,75.76745756
22100,92.84593621
22101,110.7283951
22102,103.8755787
22103,171.2813143
22104,0
22105,148.0388374
22106,115.1164802
22107,0
22108,0
22109,140.3387667
22110,143.8690844
22111,183.9523855
22112,169.6086998
22113,89.59207819
22114,72.36837706
22115,121.5513439
22116,113.6863747
22117,164.705697
22118,152.7621528
22119,123.2800926
22120,136.2484568
22121,103.9954025
22122,110.6650913
22123,168.2190394
22124,150.3939686
22125,175.4985211
22126,150.9737654
22127,116.473251
22128,130.0216371
22129,125.2905093
22130,132.4904192
22131,0
22132,113.2006173
22133,0
22134,110.752572
22135,211.7934349
22136,0
22137,153.7481031
22138,108.493795
22139,111.2561407
22140,106.0756816
22141,102.6813272
22142,161.711259
22143,161.7895769
22144,98.65798611
22145,141.2678755
22146,131.8967335
22147,110.4585262
22148,115.68451
22149,125.468107
22150,168.597608
22151,117.8804655
22152,150.5105774
22153,0
22154,90.19103652
22155,156.3044303
22156,119.7367541
22157,152.5324396
22158,114.728813
22159,173.4372106
22160,134.4533501
22161,92.27433771
22162,139.5511831
22163,127.6762796
22164,0
22165,125.5418917
22166,117.1526492
22167,129.8409851
22168,145.6651878
22169,112.382073
22170,182.2255658
22171,123.7297132
22172,97.65136317
22173,161.3328832
22174,113.4420653
22175,109.9465021
22176,177.6997492
22177,102.3153614
22178,0
22179,60.17563657
22180,137.1677276
22181,112.4661458
22182,59.69463735
22183,166.6450939
22184,0
22185,157.2493248
22186,141.1238104
22187,61.11336163
22188,0
22189,179.8710455
22190,104.8445538
22191,105.0969329
22192,124.8385095
22193,134.3039159
22194,155.1888182
22195,0
22196,129.6172197
22197,130.9288516
22198,112.1251608
22199,0
22200,144.6330376
22201,108.4929591
22202,142.6866641
22203,131.2909272
22204,138.8563529
22205,80.0701839
22206,136.523759
22207,55.54777521
22208,151.754501
22209,159.3154578
22210,97.49881044
22211,0
22212,124.1796232
22213,143.093332
22214,160.9060892
22215,163.1115291
22216,170.4216178
22217,133.0748457
22218,236.3187371
22219,117.8241384
22220,155.8975373
22221,64.33381559
22222,92.15502829
22223,128.5790574
22224,157.8254887
22225,172.1115291
22226,83.10323431
22227,189.8543917
22228,0
22229,136.0634967
22230,76.83767361
22231,121.5447531
22232,108.3399563
22233,172.735436
22234,126.1084105
22235,108.0350116
22236,147.0743313
22237,155.0861947
22238,92.59593621
22239,104.6579861
22240,0
22241,152.0640111
22242,51.59686857
22243,104.6127508
22244,89.89541538
22245,150.4191422
22246,188.6651878
22247,123.162037
22248,137.1028485
22249,134.2581662
22250,77.05336934
22251,80.7029321
22252,139.6150977
22253,72.944991
22254,80.74006559
22255,88.31401106
22256,168.530189
22257,178.8647441
22258,91.1098894
22259,130.1211098
22260,125.8090599
22261,104.1517811
22262,127.4275013
22263,109.7903485
22264,136.8846129
22265,133.8410815
22266,122.3708205
22267,0
22268,134.8672197
22269,95.26446759
22270,106.786394
22271,0
22272,104.4984889
22273,159.9193994
22274,105.5403807
22275,153.8815586
22276,104.9395255
22277,103.1171232
22278,126.1365419
22279,115.8004437
22280,0
22281,170.9025527
22282,0
22283,111.7568801
22284,119.5246914
22285,128.9352816
22286,126.7504823
22287,149.5426955
22288,109.6847351
22289,134.0412166
22290,115.4519997
22291,134.3527199
22292,165.2931134
22293,126.6118506
22294,179.4020383
22295,129.1286973
22296,0
22297,180.4030993
22298,0
22299,133.271412
22300,79.00321502
22301,0
22302,100.0534658
22303,74.96781764
22304,73.6095036
22305,156.9788773
22306,156.9315201
22307,158.4302019
22308,109.5363297
22309,120.2651106
22310,80.5944573
22311,160.9663387
22312,140.3493763
22313,137.4034851
22314,87.42345036
22315,113.3103459
22316,107.7126093
22317,103.1622942
22318,121.9995177
22319,158.5259774
22320,190.5861304
22321,127.8048483
22322,108.2329282
22323,152.8826839
22324,145.6505273
22325,101.558224
22326,0
22327,191.0464892
22328,150.8939365
22329,0
22330,171.5955826
22331,0
22332,166.382073
22333,166.1180234
22334,61.83285108
22335,142.5785751
22336,159.7226402
22337,99.12300669
22338,88.43926826
22339,194.367091
22340,99.63519162
22341,0
22342,139.5417953
22343,94.0470679
22344,112.0425347
22345,130.4384645
22346,111.9109439
22347,78.82288452
22348,99.63207305
22349,135.2083655
22350,0
22351,106.9881366
22352,0
22353,192.043242
22354,113.4664673
22355,151.6734182
22356,155.6071566
22357,141.1658629
22358,101.3386381
22359,84.81523277
22360,199.7481031
22361,91.9294946
22362,189.6498843
22363,125.2559156
22364,118.4503601
22365,0
22366,0
22367,160.7275913
22368,0
22369,67.04504244
22370,100.8546168
22371,123.7633745
22372,109.1817773
22373,105.168242
22374,95.42303241
22375,166.9228717
22376,153.6124293
22377,116.2691615
22378,88.20759388
22379,82.23607896
22380,0
22381,102.4487204
22382,177.0514082
22383,122.7086548
22384,155.429366
22385,141.2249871
22386,118.3829411
22387,172.6496271
22388,139.809285
22389,142.128858
22390,184.0539802
22391,53.47145062
22392,0
22393,94.53700489
22394,136.9159594
22395,151.3628151
22396,131.5634967
22397,102.7731803
22398,104.1822917
22399,189.8510802
22400,81.5239519
22401,170.8683449
22402,125.0318609
22403,104.2227045
22404,113.3694059
22405,123.0140496
22406,163.1716178
22407,182.61558
22408,181.0017361
22409,133.3099601
22410,115.5433385
22411,129.1183128
22412,0
22413,109.4530607
22414,0
22415,97.3208269
22416,111.0683513
22417,108.1560571
22418,112.0142747
22419,108.1797518
22420,86.90059156
22421,0
22422,118.3228845
22423,100.5331469
22424,146.5190651
22425,0
22426,148.8232703
22427,117.7641782
22428,157.255144
22429,0
22430,133.1766011
22431,174.9201067
22432,125.1549318
22433,112.3677662
22434,110.7833398
22435,147.9632202
22436,109.4842785
22437,114.4493634
22438,127.3487333
22439,135.2086548
22440,105.7027713
22441,0
22442,84.8984375
22443,145.4248007
22444,158.0852623
22445,143.3683128
22446,0
22447,88.88329475
22448,98.20495756
22449,111.9367927
22450,118.3315008
22451,100.5880916
22452,82.97755916
22453,118.7850437
22454,174.0105774
22455,141.7416088
22456,162.0475823
22457,88.40297068
22458,79.49864969
22459,153.2718943
22460,133.597608
22461,120.189429
22462,126.3507587
22463,141.2155993
22464,112.4835391
22465,82.67756559
22466,153.2732446
22467,101.4774306
22468,169.0597672
22469,161.9907086
22470,142.1170589
22471,192.1908758
22472,79.3905607
22473,0
22474,112.6751543
22475,159.3780543
22476,87.20592207
22477,73.09754372
22478,123.0045653
22479,134.1951517
22480,0
22481,154.4934092
22482,161.7659144
22483,120.3559671
22484,152.4090792
22485,119.1268969
22486,166.2986754
22487,159.3452611
22488,154.2280093
22489,163.4447981
22490,162.556938
22491,125.7244406
22492,173.9673032
22493,73.89715149
22494,106.9103331
22495,0
22496,94.34545396
22497,103.491866
22498,78.11442258
22499,158.7477173
22500,134.7663645
22501,121.0142425
22502,177.4340278
22503,137.0215085
22504,103.0014789
22505,155.9470808
22506,127.7828575
22507,159.122428
22508,128.487365
22509,93.31918724
22510,145.5001286
22511,80.76122042
22512,144.682356
22513,145.5617284
22514,85.57156636
22515,113.4968493
22516,0
22517,134.2247621
22518,0
22519,188.5931391
22520,182.4701003
22521,130.7447595
22522,47.24234825
22523,124.1156443
22524,140.2012924
22525,157.1497557
22526,189.9398148
22527,137.1190844
22528,138.7727623
22529,91.45495756
22530,133.9201067
22531,126.8633616
22532,138.2311278
22533,147.3973122
22534,124.8685057
22535,114.5555877
22536,133.6521348
22537,147.0543017
22538,162.739294
22539,139.9318416
22540,87.56938014
22541,168.2710905
22542,117.2504823
22543,114.8215021
22544,186.3326903
22545,138.2706404
22546,160.6453189
22547,74.68901106
22548,102.6263825
22549,151.1566037
22550,125.8617863
22551,0
22552,118.2903164
22553,172.3368699
22554,144.7544367
22555,119.4358603
22556,81.36635159
22557,99.6405607
22558,133.9955633
22559,126.0994406
22560,71.35037294
22561,94.45399306
22562,134.234793
22563,107.3527521
22564,72.60709234
22565,169.7216114
22566,106.3929077
22567,161.270769
22568,0
22569,146.4569509
22570,151.3037873
22571,142.7334426
22572,112.7805427
22573,178.0671618
22574,0
22575,142.0911458
22576,0
22577,107.3315008
22578,117.5469072
22579,185.5220872
22580,129.0896991
22581,127.3606932
22582,0
22583,154.2480388
22584,123.991448
22585,112.0729488
22586,153.3015689
22587,189.7524756
22588,162.4783308
22589,110.3489583
22590,94.54230967
22591,162.0027649
22592,109.5462963
22593,149.5225051
22594,153.4778807
22595,125.357446
22596,115.388278
22597,154.9184671
22598,102.4334812
22599,166.9353781
22600,123.9378537
22601,92.10760674
22602,109.1841885
22603,126.5375193
22604,148.3734246
22605,139.734375
22606,109.7505144
22607,190.5613747
22608,0
22609,128.6788837
22610,194.632909
22611,125.264982
22612,95.17071759
22613,159.5271991
22614,157.9405864
22615,127.9833783
22616,135.2837256
22617,126.6312371
22618,97.04864326
22619,130.5930748
22620,177.4545075
22621,118.7080118
22622,129.5208976
22623,87.80642361
22624,76.90621785
22625,84.38104424
22626,0
22627,107.3558385
22628,117.7210005
22629,146.4769162
22630,135.177662
22631,0
22632,0
22633,0
22634,129.6629694
22635,133.4736368
22636,140.3264532
22637,123.5845872
22638,110.3912037
22639,88.68627829
22640,107.2391332
22641,180.397055
22642,115.3555813
22643,113.1847994
22644,71.86098251
22645,112.8269354
22646,159.5708269
22647,129.8803691
22648,145.7829861
22649,130.4292374
22650,174.1097608
22651,111.1343236
22652,135.0541088
22653,100.6875965
22654,129.2420267
22655,114.1385674
22656,108.6463477
22657,0
22658,172.6301762
22659,118.4102688
22660,116.9798418
22661,165.8279964
22662,107.1617477
22663,164.8402456
22664,161.2010031
22665,175.5903421
22666,154.8204733
22667,0
22668,92.51964378
22669,0
22670,112.1225244
22671,105.9965278
22672,0
22673,87.02555941
22674,112.0691872
22675,125.5168146
22676,157.0972222
22677,151.8861883
22678,108.7344393
22679,83.48305684
22680,137.7934028
22681,93.09130658
22682,132.2128987
22683,112.0133102
22684,0
22685,122.4701646
22686,119.721965
22687,173.4969457
22688,0
22689,161.7190715
22690,0
22691,76.74877829
22692,126.9634452
22693,129.5963542
22694,111.1339699
22695,129.7319637
22696,156.0951003
22697,101.3996271
22698,121.046875
22699,0
22700,0
22701,104.2349537
22702,111.9934092
22703,0
22704,123.0524048
22705,186.576421
22706,121.2362397
22707,96.54886831
22708,151.7286844
22709,106.6476016
22710,175.2474601
22711,121.0703125
22712,139.3874743
22713,112.1413323
22714,160.9110725
22715,159.9308771
22716,112.6499807
22717,178.2567194
22718,87.22254372
22719,159.7382009
22720,97.41602366
22721,172.0136317
22722,108.0933963
22723,135.3872814
22724,102.2510931
22725,0
22726,130.0521476
22727,89.95000643
22728,118.3605646
22729,101.0911458
22730,103.1781764
22731,108.9809992
22732,56.47125772
22733,115.6554784
22734,130.8052019
22735,142.1446116
22736,0
22737,111.7073367
22738,104.0786073
22739,91.99684928
22740,104.1604617
22741,142.0061085
22742,0
22743,77.46003729
22744,102.0556842
22745,83.37509645
22746,128.8723315
22747,59.24292695
22748,0
22749,124.4080826
22750,118.9691037
22751,195.1319766
22752,145.2653356
22753,144.6995242
22754,121.4522248
22755,147.3940329
22756,114.5705376
22757,0
22758,113.0536587
22759,181.9042567
22760,0
22761,108.3356803
22762,101.2228652
22763,103.2099408
22764,167.5557806
22765,106.6588542
22766,127.8510802
22767,86.43396348
22768,123.2808642
22769,142.1356739
22770,142.4761767
22771,143.5030543
22772,157.3790831
22773,140.6572145
22774,0
22775,108.2275913
22776,126.946695
22777,174.3013439
22778,121.6437757
22779,102.191776
22780,81.92373971
22781,177.4431263
22782,125.1009516
22783,117.244856
22784,137.3912359
22785,160.3393133
22786,149.1845422
22787,102.0703768
22788,148.7773277
22789,117.2032215
22790,152.3392811
22791,90.47704475
22792,76.92435057
22793,147.4781057
22794,98.15094522
22795,79.82581019
22796,204.713606
22797,183.3591178
22798,141.7518969
22799,0
22800,158.8527521
22801,192.0441422
22802,117.9732189
22803,181.5730453
22804,86.07002315
22805,152.3977623
22806,0
22807,127.288966
22808,75.88065844
22809,143.2239905
22810,0
22811,173.7818609
22812,91.2179784
22813,148.3560957
22814,163.8969264
22815,97.47746271
22816,154.1964699
22817,124.1148405
22818,124.1615226
22819,146.9954668
22820,156.8371271
22821,162.282311
22822,91.92023534
22823,173.8393454
22824,0
22825,139.4539931
22826,0
22827,84.44357639
22828,0
22829,0
22830,60.66071888
22831,97.75244342
22832,114.3065522
22833,126.7332819
22834,134.0234053
22835,114.2632137
22836,160.0830118
22837,99.66039738
22838,80.46238426
22839,148.8918146
22840,170.2976145
22841,0
22842,0
22843,145.9959812
22844,124.6541281
22845,197.1222351
22846,157.3152971
22847,147.0494149
22848,102.1339378
22849,137.7138953
22850,149.1272827
22851,144.0795075
22852,135.1564429
22853,101.4695538
22854,110.4290766
22855,119.7047968
22856,138.0824974
22857,0
22858,126.4887153
22859,0
22860,136.0664223
22861,103.242509
22862,119.2775849
22863,208.3114069
22864,171.663323
22865,102.4787487
22866,78.55205118
22867,103.8124357
22868,151.1754115
22869,108.7263053
22870,116.4272762
22871,87.36709105
22872,169.9206211
22873,116.5977045
22874,117.4434156
22875,99.40268133
22876,103.3652263
22877,107.7509324
22878,107.9108153
22879,129.1392104
22880,65.94759516
22881,153.3746785
22882,126.1751865
22883,100.3247171
22884,169.8468364
22885,0
22886,171.2561407
22887,129.6590149
22888,184.2078511
22889,89.13001543
22890,55.33375129
22891,172.3328189
22892,114.5506366
22893,0
22894,144.4043853
22895,113.3854488
22896,95.67705118
22897,104.4755015
22898,118.5468107
22899,0
22900,122.2180427
22901,136.1967914
22902,139.1329733
22903,105.5982189
22904,107.5033758
22905,0
22906,71.94386574
22907,71.22080761
22908,0
22909,147.2003279
22910,124.5495113
22911,47.47678755
22912,128.0333719
22913,136.892329
22914,116.1798804
22915,137.0121206
22916,138.9420653
22917,0
22918,94.40432099
22919,173.9611947
22920,130.2088799
22921,151.229231
22922,0
22923,119.8665445
22924,137.4298161
22925,93.23984053
22926,0
22927,90.93402778
22928,0
22929,129.920589
22930,125.1336484
22931,140.6960841
22932,157.7929848
22933,0
22934,83.30748457
22935,158.3041731
22936,109.2847222
22937,159.0646862
22938,94.60863555
22939,108.6989455
22940,95.13493441
22941,72.81542567
22942,185.7074974
22943,182.9521926
22944,88.65763246
22945,105.7076582
22946,142.8313079
22947,0
22948,0
22949,96.47501929
22950,123.22518
22951,137.6459619
22952,58.95367155
22953,206.0054977
22954,129.4272762
22955,118.8547775
22956,154.5798933
22957,107.2331533
22958,144.8323045
22959,128.2602238
22960,84.80999228
22961,0
22962,85.40014146
22963,0
22964,100.4902263
22965,161.6615548
22966,108.0532407
22967,112.6757652
22968,98.58847737
22969,128.1216885
22970,137.2678434
22971,156.3545525
22972,112.4347672
22973,145.2982253
22974,122.5892168
22975,119.046232
22976,171.6591114
22977,151.7941744
22978,90.62139918
22979,130.5539159
22980,185.9689429
22981,161.6757009
22982,0
22983,118.7156314
22984,95.01893647
22985,118.2482317
22986,93.44958848
22987,133.8248135
22988,153.5661973
22989,0
22990,0
22991,158.1791409
22992,159.2560442
22993,59.6246142
22994,114.2448238
22995,93.58973122
22996,97.55037937
22997,0
22998,113.7095229
22999,122.0294817
23000,132.0548483
23001,151.2110983
23002,150.6942837
23003,0
23004,186.4265046
23005,120.3550669
23006,147.9748264
23007,0
23008,0
23009,192.0489005
23010,89.56658308
23011,167.8427533
23012,109.6551247
23013,138.0278421
23014,132.6526492
23015,91.25681584
23016,90.08957047
23017,133.2543403
23018,109.8616255
23019,117.0806649
23020,120.5812436
23021,0
23022,99.38515947
23023,82.9767554
23024,161.3461613
23025,140.66567
23026,130.233957
23027,116.7996399
23028,150.5231803
23029,127.7435057
23030,122.0101916
23031,87.04411008
23032,110.4111047
23033,93.38972479
23034,122.0271026
23035,71.80877058
23036,116.8710777
23037,0
23038,144.8330118
23039,169.1528099
23040,99.96225566
23041,98.21537423
23042,109.4329347
23043,160.4106224
23044,172.7975823
23045,117.6779514
23046,118.438143
23047,0
23048,112.5562629
23049,109.4985211
23050,159.7856867
23051,149.0288387
23052,114.7468814
23053,161.1207562
23054,106.0699267
23055,76.21781764
23056,129.0551055
23057,0
23058,117.4416795
23059,168.9106224
23060,0
23061,0
23062,154.0572274
23063,153.1450296
23064,120.249357
23065,190.8460005
23066,142.1861818
23067,123.6179913
23068,0
23069,0
23070,153.3171618
23071,157.8849987
23072,120.1283758
23073,0
23074,99.78960905
23075,100.4986818
23076,99.06346451
23077,143.2802855
23078,177.8132716
23079,150.7365934
23080,0
23081,124.6682742
23082,108.4125836
23083,124.1847029
23084,90.19653421
23085,152.6955697
23086,0
23087,114.41268
23088,151.2690972
23089,119.6634195
23090,107.8716242
23091,0
23092,163.5593814
23093,187.9713863
23094,194.6148405
23095,135.6356096
23096,156.5121849
23097,0
23098,172.2862011
23099,154.6430041
23100,79.80947788
23101,133.6799447
23102,168.4529321
23103,87.37586806
23104,130.8337834
23105,87.83082562
23106,184.6307549
23107,169.5718236
23108,67.03629758
23109,99.12287809
23110,130.2661394
23111,88.40284208
23112,145.422518
23113,46.55385159
23114,168.3636188
23115,0
23116,131.4022312
23117,0
23118,196.8210841
23119,129.4549897
23120,181.7355324
23121,0
23122,98.06552212
23123,123.3864133
23124,175.0603138
23125,129.7815072
23126,0
23127,0
23128,134.1977559
23129,0
23130,146.2166602
23131,153.1081854
23132,135.8462899
23133,0
23134,86.75778035
23135,165.8533629
23136,133.5956147
23137,93.80590921
23138,0
23139,85.17425412
23140,100.5620177
23141,131.0082626
23142,147.5066551
23143,91.1093107
23144,88.30877058
23145,117.94692
23146,160.9919303
23147,114.4868506
23148,0
23149,0
23150,75.69872042
23151,171.2964249
23152,125.2012603
23153,79.55266204
23154,130.7388439
23155,160.1485661
23156,99.56802984
23157,123.9493634
23158,114.1210455
23159,84.46694959
23160,184.9005916
23161,128.4800026
23162,190.3856417
23163,138.7993184
23164,177.2650463
23165,129.5176505
23166,109.7975502
23167,144.6075746
23168,170.9222287
23169,0
23170,181.6500772
23171,146.1916152
23172,101.6152263
23173,130.7286201
23174,0
23175,159.5162359
23176,138.63442
23177,81.75385802
23178,185.5635288
23179,165.5727559
23180,161.5634967
23181,151.9398791
23182,0
23183,100.0504437
23184,137.3615291
23185,94.7032536
23186,146.0517618
23187,0
23188,95.5470036
23189,0
23190,96.37178498
23191,112.3015046
23192,0
23193,175.3523663
23194,105.0685764
23195,96.08879887
23196,185.4910944
23197,121.6498843
23198,114.848026
23199,135.0206726
23200,172.3998843
23201,123.2391011
23202,94.66075103
23203,0
23204,162.1776299
23205,0
23206,106.1231031
23207,112.5421811
23208,161.0974794
23209,122.5773855
23210,119.6860854
23211,114.3289609
23212,93.88776363
23213,164.698849
23214,74.45621142
23215,164.4728331
23216,140.1948624
23217,172.8798225
23218,130.1475051
23219,187.9099151
23220,109.1802984
23221,132.6117863
23222,107.976466
23223,98.84233539
23224,83.03575103
23225,172.6440008
23226,102.4837641
23227,135.7638567
23228,104.7717014
23229,199.7198753
23230,92.93303112
23231,72.00369727
23232,96.8125
23233,129.3348122
23234,88.70007073
23235,110.0473251
23236,108.8673804
23237,127.5317966
23238,97.11638374
23239,77.38776363
23240,170.9576582
23241,118.4955633
23242,121.9159272
23243,110.6238104
23244,141.6905543
23245,137.6111111
23246,134.9906443
23247,88.29607124
23248,122.5078768
23249,127.896412
23250,118.2512539
23251,121.9062822
23252,110.8621721
23253,82.50443673
23254,161.9416795
23255,73.3196695
23256,137.2036394
23257,167.8138182
23258,135.8787937
23259,134.395544
23260,186.3041409
23261,115.3217271
23262,116.5775784
23263,149.6619727
23264,115.9650206
23265,0
23266,117.9736047
23267,86.99083719
23268,112.8291538
23269,114.528678
23270,0
23271,170.3064879
23272,138.5241448
23273,117.2716371
23274,183.1094393
23275,130.9052533
23276,208.9195602
23277,0
23278,188.7331533
23279,188.190072
23280,0
23281,79.8591178
23282,0
23283,84.56667953
23284,0
23285,139.455054
23286,163.6535172
23287,174.2161458
23288,108.1709105
23289,123.457626
23290,125.7211934
23291,170.5553627
23292,116.9123907
23293,132.0592207
23294,100.4191744
23295,107.0326968
23296,173.5996335
23297,93.04382073
23298,109.9094329
23299,155.3173225
23300,121.501061
23301,103.3080311
23302,97.87638246
23303,124.4845358
23304,149.6533565
23305,94.32445988
23306,123.0858732
23307,123.649402
23308,101.5551376
23309,105.4222287
23310,90.15927212
23311,76.49688143
23312,107.4628665
23313,135.7865226
23314,143.5834619
23315,78.14670139
23316,130.1974023
23317,0
23318,93.00620499
23319,0
23320,0
23321,134.3441358
23322,113.6591757
23323,147.6508809
23324,109.8226595
23325,119.1295653
23326,0
23327,0
23328,85.30192258
23329,128.3787294
23330,105.7864583
23331,105.0943287
23332,56.18451003
23333,133.3938079
23334,195.757491
23335,0
23336,111.7586163
23337,0
23338,126.8303755
23339,174.7574267
23340,134.2127058
23341,214.8907536
23342,103.6328125
23343,120.8888567
23344,76.45431456
23345,0
23346,103.4979102
23347,147.5679334
23348,117.0274241
23349,0
23350,221.4217464
23351,133.0758745
23352,0
23353,136.546457
23354,82.59474666
23355,89.89319702
23356,0
23357,89.23112783
23358,121.7024177
23359,104.2329282
23360,87.04205247
23361,171.9457626
23362,116.4618056
23363,104.7889339
23364,0
23365,71.2816358
23366,105.6894933
23367,68.42502572
23368,109.3935185
23369,173.4377251
23370,130.0902456
23371,135.2218043
23372,156.0568094
23373,112.904321
23374,119.1979488
23375,0
23376,130.2802533
23377,165.729231
23378,152.4301376
23379,164.9344136
23380,89.40772891
23381,90.62416409
23382,112.2927276
23383,112.8906572
23384,212.0908243
23385,93.12400334
23386,0
23387,167.0644612
23388,133.6531636
23389,0
23390,123.5094843
23391,133.9169882
23392,169.2118056
23393,140.4795203
23394,110.2445666
23395,179.0200617
23396,156.9138696
23397,104.141043
23398,111.4999357
23399,124.090535
23400,189.8523984
23401,227.0909529
23402,0
23403,78.5779964
23404,84.93859311
23405,74.30999228
23406,113.9954347
23407,144.6350952
23408,94.00630144
23409,83.39435442
23410,88.44910622
23411,80.52710262
23412,124.8745177
23413,100.2352752
23414,97.8206983
23415,124.9334491
23416,99.60513117
23417,103.8624936
23418,133.2396798
23419,116.8911394
23420,108.6229424
23421,129.7088477
23422,0
23423,70.84416795
23424,0
23425,145.3470936
23426,190.8777971
23427,139.6153228
23428,120.3849023
23429,113.0791538
23430,97.26456404
23431,89.10876415
23432,206.3425604
23433,164.8781186
23434,197.4947917
23435,0
23436,102.5476788
23437,117.5044689
23438,164.1811343
23439,111.5290959
23440,126.6201453
23441,165.0866448
23442,109.7336998
23443,173.8004758
23444,78.36352238
23445,0
23446,123.3746463
23447,130.4696502
23448,0
23449,58.47219007
23450,152.1996849
23451,117.1184735
23452,133.7724087
23453,111.948624
23454,151.734375
23455,156.6396283
23456,125.1321695
23457,0
23458,141.6717464
23459,130.6833205
23460,145.5724987
23461,146.6323624
23462,148.2668467
23463,0
23464,111.7789995
23465,89.05558771
23466,98.20637217
23467,113.2432163
23468,107.2756559
23469,124.1721322
23470,180.7248264
23471,145.1925154
23472,132.3439108
23473,72.77649177
23474,141.1711034
23475,96.28555813
23476,165.5184864
23477,131.0684156
23478,163.4096579
23479,110.8331404
23480,127.6637731
23481,92.28761574
23482,0
23483,96.43457433
23484,89.45839763
23485,116.764339
23486,130.8600823
23487,138.9823495
23488,86.52842078
23489,102.6639982
23490,95.49691358
23491,119.9069252
23492,171.6934156
23493,155.481803
23494,55.93894676
23495,0
23496,0
23497,116.6595615
23498,134.1741898
23499,163.6227173
23500,140.0568416
23501,104.9379823
23502,0
23503,149.5542374
23504,150.0355903
23505,0
23506,141.108089
23507,104.4002701
23508,86.7494213
23509,162.1596901
23510,125.5269097
23511,89.86570859
23512,100.8838413
23513,136.4320988
23514,86.7192001
23515,128.8109568
23516,160.7008102
23517,0
23518,119.0053048
23519,103.3149434
23520,0
23521,91.84278549
23522,97.89650849
23523,107.6274113
23524,106.3254887
23525,134.8451003
23526,113.003215
23527,136.2885481
23528,0
23529,209.2219329
23530,91.35731739
23531,155.1105646
23532,147.1807806
23533,0
23534,147.6391461
23535,181.161169
23536,110.7725373
23537,119.770544
23538,126.759195
23539,178.7398084
23540,125.4840856
23541,0
23542,149.6431649
23543,109.7161458
23544,0
23545,137.4340278
23546,0
23547,110.6701389
23548,109.8412423
23549,103.6756044
23550,111.3229488
23551,118.7822788
23552,85.62635031
23553,92.79481739
23554,124.2835005
23555,152.7306777
23556,99.33310828
23557,127.1032665
23558,197.8598894
23559,111.9964956
23560,142.32192
23561,0
23562,154.0079733
23563,128.2025141
23564,0
23565,202.3011188
23566,105.1412359
23567,126.998071
23568,153.1296939
23569,102.8050412
23570,159.3307292
23571,167.8251993
23572,0
23573,118.2109697
23574,104.6621335
23575,135.8040766
23576,0
23577,147.089892
23578,84.94978138
23579,110.8726209
23580,132.1009838
23581,129.1606546
23582,173.9378215
23583,160.9095293
23584,126.2860725
23585,78.03706919
23586,113.9781379
23587,172.835616
23588,152.2768288
23589,104.4116834
23590,172.8347479
23591,106.3613362
23592,145.2253408
23593,103.4484954
23594,80.4691358
23595,152.0155607
23596,102.9868184
23597,134.732671
23598,98.10413452
23599,190.0990548
23600,77.91698817
23601,116.513053
23602,107.9069573
23603,116.1825489
23604,93.6725823
23605,72.48697917
23606,141.24701
23607,137.4746013
23608,177.6785944
23609,92.16014017
23610,163.4958526
23611,94.32970036
23612,137.812082
23613,146.9974601
23614,93.19692001
23615,72.15975437
23616,115.7732124
23617,0
23618,0
23619,87.60069444
23620,141.2405478
23621,123.9385288
23622,78.37702546
23623,72.31410751
23624,123.996367
23625,135.6372171
23626,93.88245885
23627,141.7402906
23628,151.73116
23629,110.5989262
23630,0
23631,150.4959169
23632,0
23633,89.72501929
23634,157.178305
23635,108.1465406
23636,0
23637,125.4037101
23638,151.9909015
23639,117.6111111
23640,139.240805
23641,191.9446373
23642,114.067644
23643,144.3260674
23644,96.83867027
23645,0
23646,81.07989326
23647,117.9516461
23648,103.619438
23649,115.0578382
23650,98.75376157
23651,115.6501093
23652,77.55407665
23653,96.59284979
23654,125.0593171
23655,138.8790509
23656,0
23657,0
23658,190.5498971
23659,109.8421103
23660,93.18614969
23661,172.1357703
23662,162.6884002
23663,0
23664,0
23665,149.7686471
23666,0
23667,0
23668,120.7029642
23669,134.9796811
23670,90.30873843
23671,0
23672,149.7285237
23673,0
23674,126.8136896
23675,100.7603845
23676,161.7310957
23677,0
