,price_by_model
818,132.3535156
819,127.0813904
820,128.6237946
821,144.8753815
822,133.9544067
823,146.9519806
824,145.120697
825,133.3990631
826,123.141777
827,0
828,142.2436066
829,112.8875198
830,165.5800476
831,0
832,111.19207
833,122.0257187
834,111.7883759
835,84.24425507
836,84.89652252
837,146.4559937
838,123.9840698
839,140.8160858
840,130.7701569
841,135.0811157
842,136.3723755
843,132.5491638
844,112.0487213
845,134.4459839
846,131.2480621
847,0
848,0
849,0
850,106.8469849
851,135.2669525
852,140.1856689
853,128.4045868
854,126.5740814
855,122.8781281
856,117.9483643
857,0
858,112.7777023
859,144.3817902
860,0
861,135.6723633
862,131.8437653
863,124.0515747
864,115.350708
865,113.7828598
866,127.0572128
867,106.8529282
868,117.3988113
869,113.3169785
870,164.4478912
871,130.9106598
872,119.7203827
873,143.5648346
874,122.4872284
875,115.8597946
876,150.6563263
877,0
878,116.9820404
879,133.1270294
880,125.2974548
881,123.8080521
882,0
883,116.0674896
884,127.6607819
885,139.2525177
886,123.8079071
887,132.0738678
888,145.5040741
889,138.5630188
890,126.7789307
891,125.0144577
892,0
893,113.3787537
894,135.5811615
895,0
896,0
897,144.611496
898,0
899,142.4871826
900,123.829834
901,0
902,125.5187073
903,122.5482635
904,135.1108856
905,113.6214218
906,103.1780701
907,136.7307892
908,133.2286377
909,136.0518036
910,138.252121
911,124.9399414
912,108.5081482
913,135.9472961
914,148.735733
915,141.6858826
916,106.8861008
917,155.35849
918,145.3616943
919,115.9885712
920,125.2875443
921,131.6177673
922,111.3696899
923,0
924,116.5266953
925,122.7859116
926,108.653717
927,110.3442459
928,125.1362915
929,121.61763
930,114.4677353
931,114.6860809
932,150.7654266
933,123.4988251
934,126.320076
935,119.0559845
936,101.8378754
937,126.5595703
938,137.5220947
939,152.6467285
940,112.1239929
941,137.3322601
942,151.1214142
943,101.1286163
944,137.6983337
945,123.2646484
946,114.8539429
947,117.2785187
948,86.43092346
949,125.673027
950,105.1845627
951,119.4601135
952,111.8064194
953,145.9629059
954,115.3600006
955,76.64394379
956,154.3042603
957,138.0993958
958,127.1919632
959,123.6221237
960,112.1636887
961,128.1092072
962,105.1310043
963,145.6040802
964,103.3741074
965,123.4245605
966,91.6918869
967,0
968,128.1889954
969,138.2591248
970,131.6257324
971,131.6543884
972,151.7318726
973,132.9680634
974,133.5330048
975,143.0105591
976,141.2403107
977,129.4255981
978,0
979,122.7161713
980,112.9230347
981,145.7796021
982,135.91745
983,104.6150589
984,129.4458313
985,0
986,135.4151306
987,109.3867035
988,126.0295258
989,128.7745361
990,141.1705933
991,115.3004761
992,110.8308487
993,84.12155151
994,125.3258667
995,136.8674469
996,140.1186066
997,104.4900436
998,0
999,102.9040604
1000,108.9915466
1001,0
1002,128.2359161
1003,98.96072388
1004,128.0872345
1005,118.9944611
1006,129.2837219
1007,91.91092682
1008,108.7874374
1009,144.7802124
1010,147.2093353
1011,118.4856796
1012,116.9479294
1013,144.5202789
1014,118.817215
1015,159.6078186
1016,132.1155701
1017,121.2132874
1018,107.5902405
1019,121.7266693
1020,137.1371918
1021,117.350975
1022,128.8257141
1023,94.29216003
1024,135.9685516
1025,135.041275
1026,108.8982468
1027,136.3614197
1028,109.1888962
1029,145.4545441
1030,163.3397522
1031,133.9274445
1032,136.6964111
1033,117.3978043
1034,120.1956329
1035,116.2712708
1036,152.8563995
1037,86.683815
1038,146.5358276
1039,145.8118896
1040,120.3006058
1041,134.1827393
1042,111.892189
1043,132.165741
1044,0
1045,136.5697632
1046,120.423645
1047,120.0022125
1048,140.2077484
1049,140.9000092
1050,141.0990143
1051,118.9003983
1052,103.3666229
1053,94.00697327
1054,130.3230133
1055,138.0497589
1056,147.4192963
1057,114.1003799
1058,122.799202
1059,118.5026321
1060,121.5174789
1061,142.2185669
1062,128.2505646
1063,118.6796417
1064,134.0830231
1065,144.3496094
1066,123.3711014
1067,136.5172272
1068,114.249527
1069,108.0738144
1070,136.2019196
1071,0
1072,109.1912537
1073,154.6877136
1074,0
1075,0
1076,109.7963715
1077,104.982254
1078,127.7399597
1079,0
1080,0
1081,115.9342651
1082,95.49037933
1083,134.336731
1084,0
1085,131.2844238
1086,122.384613
1087,134.2145844
1088,130.7820129
1089,131.5157776
1090,118.2097473
1091,98.68952179
1092,114.8903198
1093,111.6246338
1094,124.1795807
1095,135.3826294
1096,150.9137726
1097,161.293335
1098,110.4363632
1099,142.8566437
1100,107.9804459
1101,129.1899109
1102,130.6321869
1103,103.2092896
1104,115.7212296
1105,127.334549
1106,0
1107,101.6758652
1108,95.8125
1109,126.224823
1110,0
1111,127.5161057
1112,136.5707703
1113,122.8377609
1114,105.53759
1115,119.5583954
1116,153.4801483
1117,120.3851929
1118,0
1119,136.2489319
1120,123.704277
1121,90.50867462
1122,124.9979401
1123,125.4249725
1124,0
1125,147.5657501
1126,110.8240738
1127,133.1350708
1128,135.1827087
1129,113.4719849
1130,141.241684
1131,144.6193085
1132,0
1133,112.2391434
1134,90.771492
1135,129.8669281
1136,132.8137817
1137,0
1138,121.54496
1139,148.781723
1140,121.2693939
1141,0
1142,148.0184326
1143,99.05497742
1144,93.72175598
1145,0
1146,0
1147,129.3247375
1148,122.291893
1149,136.6586456
1150,136.7167358
1151,0
1152,119.35466
1153,99.27359009
1154,105.8974838
1155,121.6882324
1156,125.8975525
1157,140.4218292
1158,126.3453903
1159,0
1160,131.8035126
1161,119.1519928
1162,134.6922607
1163,131.2844543
1164,121.1081924
1165,121.707634
1166,0
1167,123.5248642
1168,121.1167755
1169,139.0283813
1170,95.05343628
1171,132.6965485
1172,130.5120544
1173,141.6263885
1174,113.4917374
1175,118.7663269
1176,91.36488342
1177,128.8122559
1178,114.2929153
1179,113.7856522
1180,95.335495
1181,111.1896591
1182,117.6735382
1183,0
1184,118.6687927
1185,106.6602554
1186,139.2018433
1187,126.5265884
1188,129.4620209
1189,132.1850433
1190,138.1184692
1191,121.0555954
1192,0
1193,100.2373581
1194,125.172966
1195,125.0750046
1196,113.0661316
1197,0
1198,130.9851227
1199,95.9670639
1200,129.1082306
1201,135.8529205
1202,128.945755
1203,112.4100113
1204,142.55867
1205,126.7551117
1206,134.5887146
1207,115.5559845
1208,111.2945023
1209,138.5154266
1210,132.159256
1211,91.11886597
1212,98.11238098
1213,122.1219406
1214,0
1215,137.1053467
1216,144.2028503
1217,113.2124786
1218,126.6427612
1219,109.787323
1220,118.8828583
1221,0
1222,112.6713867
1223,146.8435974
1224,111.2930984
1225,130.9386749
1226,129.4358215
1227,139.3804016
1228,0
1229,119.5166473
1230,119.1444016
1231,124.138504
1232,96.0117569
1233,119.735321
1234,126.9867706
1235,92.44207764
1236,126.5032654
1237,0
1238,139.7768707
1239,0
1240,133.4260406
1241,163.7579041
1242,140.8072357
1243,125.4784164
1244,136.535202
1245,125.7464828
1246,0
1247,131.4821625
1248,0
1249,128.6143646
1250,127.686058
1251,106.046524
1252,0
1253,111.6771851
1254,118.3408279
1255,0
1256,129.2560577
1257,106.0668335
1258,96.19146729
1259,144.375
1260,96.68503571
1261,128.2299042
1262,136.2146454
1263,124.2840424
1264,107.8385773
1265,0
1266,130.6980133
1267,133.7512665
1268,117.7696457
1269,142.5561829
1270,105.080513
1271,119.5485001
1272,118.2741699
1273,120.2977142
1274,117.6002808
1275,129.7320709
1276,153.6942139
1277,127.1128693
1278,141.3369141
1279,119.8424683
1280,104.7285309
1281,142.4636841
1282,109.5693512
1283,122.0012817
1284,108.096138
1285,127.7532578
1286,144.7421112
1287,97.29634094
1288,128.0162811
1289,127.1543808
1290,139.353241
1291,103.8525848
1292,130.5594788
1293,117.6924591
1294,142.4939117
1295,133.1407013
1296,133.273056
1297,114.247467
1298,142.4182281
1299,128.2508698
1300,127.3062286
1301,103.5917816
1302,95.08869171
1303,122.4107056
1304,148.4653168
1305,0
1306,95.59426117
1307,0
1308,131.9984894
1309,114.8425674
1310,113.5161743
1311,124.3003693
1312,0
1313,150.4223938
1314,123.3150482
1315,126.1397476
1316,113.2801514
1317,148.1802063
1318,0
1319,153.5464783
1320,133.1673889
1321,0
1322,120.9854965
1323,0
1324,151.4692383
1325,132.9715271
1326,110.4290237
1327,0
1328,126.6031113
1329,136.0227356
1330,119.9266586
1331,0
1332,138.7701569
1333,124.9976959
1334,0
1335,97.9885788
1336,137.4376221
1337,133.4158783
1338,127.0640564
1339,134.6740417
1340,132.0577698
1341,138.0367584
1342,91.08247375
1343,125.5166092
1344,151.2489777
1345,114.7407379
1346,0
1347,139.1228943
1348,118.5962677
1349,140.2093506
1350,128.4469147
1351,137.3658752
1352,147.2793732
1353,134.6204681
1354,122.2769699
1355,118.6246262
1356,115.4725189
1357,161.4648285
1358,120.0232697
1359,118.4886169
1360,125.5073166
1361,131.4531555
1362,100.9600754
1363,129.1524048
1364,127.5650024
1365,123.4626465
1366,169.1354218
1367,128.0558319
1368,121.4287796
1369,131.6740417
1370,136.1871643
1371,116.6272888
1372,102.1560974
1373,92.27887726
1374,117.956749
1375,110.8368301
1376,125.5953598
1377,110.3487778
1378,0
1379,135.5807495
1380,106.4754028
1381,0
1382,120.9609299
1383,142.2466888
1384,125.6713791
1385,113.5929947
1386,94.76811218
1387,123.7106934
1388,150.3248749
1389,126.494278
1390,145.7152557
1391,153.8276978
1392,96.16511536
1393,117.5520935
1394,88.80072021
1395,116.137352
1396,142.9129181
1397,0
1398,120.1129684
1399,115.4636612
1400,167.4358063
1401,117.0383606
1402,126.6091919
1403,72.64878845
1404,110.4525833
1405,140.2776184
1406,130.8799896
1407,137.6639404
1408,159.8425446
1409,0
1410,0
1411,135.0240784
1412,119.6229248
1413,139.3647003
1414,137.1574707
1415,140.4747467
1416,155.3454132
1417,118.4522476
1418,89.82538605
1419,140.3733521
1420,124.0623703
1421,124.4899521
1422,124.985817
1423,151.6775513
1424,112.3882828
1425,149.778656
1426,78.50202942
1427,103.8123856
1428,130.8595886
1429,143.4632263
1430,106.1112823
1431,139.2410583
1432,143.766449
1433,131.4873352
1434,135.6929474
1435,119.698761
1436,106.7181549
1437,124.9612656
1438,139.1338196
1439,112.230629
1440,143.3354187
1441,122.6771851
1442,122.6853409
1443,128.8638306
1444,98.4907074
1445,129.6581879
1446,134.8723755
1447,152.5484314
1448,125.5480652
1449,130.3473206
1450,96.86966705
1451,127.8098297
1452,138.9983978
1453,0
1454,103.1365509
1455,134.5762939
1456,136.6746826
1457,147.9299622
1458,113.3161697
1459,119.6673203
1460,110.0098267
1461,151.8214111
1462,0
1463,124.1696396
1464,140.3916931
1465,153.0381775
1466,142.490509
1467,140.8692322
1468,101.18116
1469,116.2159882
1470,114.359108
1471,114.8657761
1472,173.8305511
1473,121.5189514
1474,121.7747116
1475,0
1476,114.7021561
1477,118.8752136
1478,111.2078476
1479,122.7892685
1480,111.9796753
1481,124.5335236
1482,103.1939697
1483,0
1484,125.6675491
1485,131.0285645
1486,120.6428986
1487,117.9159317
1488,133.2494659
1489,115.3320923
1490,125.2997055
1491,141.6347809
1492,117.2480698
1493,135.0020599
1494,140.7605896
1495,118.3868484
1496,136.625412
1497,103.6938477
1498,116.2132721
1499,113.4490509
1500,142.408844
1501,118.1398621
1502,159.1613464
1503,124.8533783
1504,137.2706451
1505,138.7462463
1506,72.51306915
1507,121.0519943
1508,119.3725891
1509,0
1510,117.0198593
1511,0
1512,0
1513,129.4233246
1514,127.6933899
1515,113.0038605
1516,0
1517,0
1518,121.2907104
1519,116.6312866
1520,128.3478699
1521,129.1498718
1522,115.1542511
1523,111.2477493
1524,127.6417007
1525,138.3310699
1526,130.2234039
1527,118.486824
1528,115.1416779
1529,144.9992676
1530,108.8732681
1531,129.754776
1532,0
1533,136.3240204
1534,124.1068497
1535,120.6586609
1536,0
1537,116.1869659
1538,107.1995468
1539,149.0932922
1540,117.0442352
1541,155.7867126
1542,112.2947006
1543,110.549675
1544,128.9200439
1545,0
1546,113.0827942
1547,132.5748291
1548,0
1549,0
1550,116.4579773
1551,148.6466827
1552,98.75959015
1553,139.657547
1554,150.3871613
1555,126.4345016
1556,112.5688934
1557,0
1558,126.5646362
1559,136.67453
1560,121.7035522
1561,141.7830505
1562,129.2615967
1563,88.51177979
1564,93.30387878
1565,117.3770294
1566,122.0470047
1567,135.569809
1568,126.6967316
1569,153.0125427
1570,0
1571,117.7512512
1572,130.5514679
1573,143.1678314
1574,135.4355774
1575,115.6149445
1576,137.5082092
1577,122.4009399
1578,144.7182159
1579,0
1580,129.5636749
1581,117.8137207
1582,156.1401367
1583,131.5236511
1584,114.7092667
1585,117.4154892
1586,119.5858154
1587,145.5318909
1588,127.5008621
1589,99.17758942
1590,133.9984741
1591,116.7053757
1592,128.156311
1593,143.7670135
1594,107.2740555
1595,119.2728958
1596,0
1597,143.4788818
1598,153.0571136
1599,150.4864502
1600,123.0434418
1601,0
1602,0
1603,145.9347229
1604,138.2121277
1605,131.6899719
1606,131.9498291
1607,125.5908661
1608,129.1873016
1609,142.7991333
1610,128.0027466
1611,137.5544586
1612,132.8068085
1613,129.7658081
1614,143.5619202
1615,101.938179
1616,148.6985779
1617,153.1078186
1618,115.0607758
1619,129.3954315
1620,112.4346619
1621,100.1961975
1622,133.6524048
1623,0
1624,82.14967346
1625,157.6748047
1626,127.6163177
1627,143.1259155
1628,134.5030518
1629,147.1101685
1630,127.8374557
1631,126.4377823
1632,0
1633,143.134491
1634,0
1635,118.8523636
1636,140.160675
1637,0
1638,111.204361
1639,119.9606323
1640,129.1215363
1641,119.6179504
1642,0
1643,119.2494736
1644,0
1645,102.7082214
1646,104.0728226
1647,0
1648,115.4026947
1649,127.6812363
1650,131.3826141
1651,112.2233276
1652,128.4208984
1653,150.1524048
1654,124.8220062
1655,0
1656,0
1657,133.3003845
1658,127.6721039
1659,109.8348694
1660,103.3336334
1661,128.1788177
1662,130.2980652
1663,110.5579758
1664,147.7492828
1665,126.614418
1666,122.7913589
1667,103.573761
1668,135.1772919
1669,145.8308411
1670,107.0539322
1671,135.4803314
1672,119.8738174
1673,101.1716843
1674,133.1067505
1675,99.85825348
1676,110.9677124
1677,0
1678,116.22892
1679,131.9382324
1680,0
1681,146.3067932
1682,162.3255157
1683,143.6015625
1684,124.245163
1685,109.31707
1686,143.565567
1687,133.1811066
1688,0
1689,109.654541
1690,143.2595673
1691,135.802597
1692,130.8693085
1693,137.1021118
1694,0
1695,138.1097412
1696,0
1697,144.404068
1698,152.5561371
1699,108.3816147
1700,140.2858124
1701,112.5618286
1702,125.3019867
1703,151.5230865
1704,97.10021973
1705,139.0848236
1706,129.9710846
1707,146.8522644
1708,138.2724457
1709,109.1848373
1710,121.4750519
1711,135.3678894
1712,159.3690033
1713,129.3752289
1714,113.8542633
1715,121.0968933
1716,122.8509674
1717,0
1718,105.4115295
1719,94.80277252
1720,142.6299438
1721,102.6484451
1722,120.1377563
1723,102.4585571
1724,125.9594727
1725,132.6171265
1726,137.4538422
1727,117.8078232
1728,139.6784058
1729,122.630188
1730,118.990509
1731,110.1118774
1732,133.6726074
1733,125.191452
1734,0
1735,123.4343185
1736,137.5826111
1737,118.2948914
1738,0
1739,0
1740,132.974762
1741,134.9263306
1742,135.9687042
1743,123.6987
1744,133.1596985
1745,137.5012512
1746,128.3269501
1747,139.317749
1748,129.7854767
1749,123.7106934
1750,0
1751,142.7611694
1752,152.2219238
1753,83.19245148
1754,102.1224289
1755,138.1806335
1756,123.9006577
1757,134.0073395
1758,110.958313
1759,0
1760,108.4085388
1761,132.9712524
1762,115.2471924
1763,0
1764,141.0115051
1765,116.8634491
1766,144.724823
1767,140.3718109
1768,151.0939789
1769,0
1770,159.2125854
1771,158.9072723
1772,137.6008606
1773,132.053772
1774,140.677475
1775,132.1915741
1776,104.0039215
