,price_by_model
3697,125.4069214
3698,136.9045563
3699,0
3700,126.2935791
3701,128.465271
3702,147.6555786
3703,115.361351
3704,111.0243759
3705,147.8213196
3706,126.9438858
3707,121.0212555
3708,102.7100983
3709,0
3710,136.2180481
3711,0
3712,109.4088364
3713,145.1957092
3714,128.5822296
3715,140.8173065
3716,122.1065369
3717,118.3286285
3718,127.0184097
3719,139.5062256
3720,110.9618683
3721,134.4138794
3722,122.4800262
3723,125.6639557
3724,134.1550446
3725,123.4391327
3726,0
3727,108.8101196
3728,134.1268921
3729,114.0606384
3730,102.8219147
3731,0
3732,145.5595551
3733,139.9557648
3734,126.5801086
3735,140.007782
3736,90.42456818
3737,111.9446793
3738,131.7010345
3739,136.877182
3740,142.6508026
3741,107.4734802
3742,102.7532349
3743,0
3744,136.583847
3745,123.7044373
3746,115.1144485
3747,123.2446213
3748,121.3757629
3749,126.2062302
3750,118.8096466
3751,100.1538696
3752,118.228569
3753,0
3754,105.6914139
3755,152.5070343
3756,132.3286438
3757,102.5788422
3758,124.5542526
3759,112.5227737
3760,102.5886993
3761,0
3762,158.6608429
3763,0
3764,113.0717621
3765,113.5741959
3766,120.5935822
3767,106.1963654
3768,114.5383453
3769,133.4117889
3770,146.9251556
3771,143.1192169
3772,132.7309875
3773,144.6830444
3774,129.4166412
3775,114.7525024
3776,132.1019745
3777,109.2734985
3778,135.2354889
3779,109.6622696
3780,132.2005615
3781,128.3385162
3782,114.6207962
3783,159.4640808
3784,120.7524109
3785,132.9430542
3786,104.4420166
3787,141.7174225
3788,97.21013641
3789,128.9076843
3790,0
3791,151.2516174
3792,137.4226227
3793,131.5505524
3794,114.3358231
3795,124.3317947
3796,151.043335
3797,126.314064
3798,130.7607727
3799,119.5846558
3800,134.1017456
3801,141.4908752
3802,120.8470078
3803,105.8710709
3804,0
3805,139.3683167
3806,131.8912048
3807,104.8116684
3808,156.204483
3809,114.5111084
3810,118.4564133
3811,125.5252686
3812,0
3813,113.2369919
3814,105.4366989
3815,0
3816,127.4650345
3817,138.6742859
3818,169.7737579
3819,102.7494202
3820,84.49166107
3821,148.7156982
3822,130.2579498
3823,136.4232941
3824,113.692215
3825,150.6818695
3826,103.4935608
3827,130.6530457
3828,133.5232086
3829,138.9971619
3830,126.5778961
3831,121.8993301
3832,0
3833,137.2222595
3834,126.1121979
3835,118.0902252
3836,124.2212753
3837,134.0028839
3838,126.7828598
3839,0
3840,115.6839371
3841,112.5776367
3842,153.7912292
3843,117.9692612
3844,144.7066956
3845,116.412941
3846,106.0138702
3847,109.369072
3848,140.0299835
3849,110.3277969
3850,133.94104
3851,110.9454498
3852,92.16899109
3853,152.429657
3854,127.4359665
3855,105.330719
3856,105.4320297
3857,134.0692291
3858,0
3859,0
3860,125.3557434
3861,150.3491364
3862,121.1557617
3863,155.1277466
3864,127.8813171
3865,150.0736389
3866,129.315918
3867,122.2248611
3868,133.327774
3869,128.1778564
3870,123.786026
3871,129.875885
3872,100.0695724
3873,104.8317184
3874,104.3218079
3875,99.24938202
3876,128.8946533
3877,133.1126556
3878,141.8319244
3879,126.6435394
3880,121.4419556
3881,0
3882,112.4534302
3883,93.896492
3884,95.54795074
3885,144.7877197
3886,135.1573334
3887,126.2629929
3888,102.7979965
3889,129.7278595
3890,113.2265625
3891,124.5364227
3892,132.3177032
3893,121.0958176
3894,99.9415741
3895,149.4603577
3896,0
3897,107.5369492
3898,157.9409332
3899,129.980957
3900,119.9228897
3901,115.0901108
3902,126.4165802
3903,0
3904,121.353981
3905,119.7965927
3906,113.2101898
3907,113.0482101
3908,0
3909,119.7109909
3910,0
3911,126.9817047
3912,98.53407288
3913,112.5784912
3914,119.9121857
3915,127.6515045
3916,139.0359497
3917,145.0052032
3918,123.5653687
3919,93.17218781
3920,130.7894745
3921,122.553627
3922,143.6642609
3923,91.71769714
3924,152.706131
3925,118.2147522
3926,128.0155945
3927,112.9723206
3928,133.5656738
3929,101.9421997
3930,156.1869812
3931,92.99447632
3932,71.14700317
3933,129.3360596
3934,135.3613739
3935,0
3936,113.261795
3937,122.7818527
3938,105.0345459
3939,141.4169769
3940,131.265152
3941,0
3942,117.2173767
3943,121.0384674
3944,104.6776581
3945,90.34406281
3946,117.7982864
3947,136.9032288
3948,113.0318527
3949,132.424881
3950,112.0155487
3951,105.7210083
3952,139.0643768
3953,123.8338394
3954,116.2432098
3955,130.1940155
3956,157.8045654
3957,149.4898682
3958,128.5112762
3959,120.9076385
3960,107.6503448
3961,112.9968567
3962,129.7887115
3963,125.3922043
3964,124.323822
3965,121.4391327
3966,90.19641876
3967,114.5591278
3968,139.2641907
3969,0
3970,124.4255219
3971,121.6407089
3972,147.1533661
3973,0
3974,109.6373596
3975,146.1026154
3976,116.4336853
3977,114.8199234
3978,124.6942978
3979,116.0259247
3980,125.8198318
3981,114.1513596
3982,111.8006287
3983,151.234436
3984,125.604393
3985,111.1309891
3986,114.8220673
3987,123.01548
3988,120.6941986
3989,127.1110306
3990,127.1336288
3991,0
3992,96.9666214
3993,113.4318161
3994,125.1392212
3995,84.34078979
3996,120.4740829
3997,99.45239258
3998,138.9172211
3999,126.9151764
4000,109.4076157
4001,149.527298
4002,132.5791016
4003,116.8688736
4004,133.9999847
4005,94.38002014
4006,100.743187
4007,122.7628021
4008,149.5159149
4009,134.2929688
4010,158.0605164
4011,0
4012,141.4481049
4013,100.9065018
4014,118.0615311
4015,134.4990387
4016,125.2352371
4017,130.1803131
4018,128.1372681
4019,117.7465439
4020,138.2058411
4021,98.00291443
4022,142.1797485
4023,119.5361633
4024,130.0535889
4025,100.2312927
4026,126.6252747
4027,152.9750671
4028,123.9408264
4029,136.532959
4030,119.9096146
4031,106.9943314
4032,137.2384338
4033,128.3305359
4034,120.0959167
4035,93.49388885
4036,119.7959366
4037,102.3491669
4038,0
4039,132.2769165
4040,146.3753662
4041,134.3884125
4042,102.7574997
4043,138.1533813
4044,100.6112366
4045,0
4046,136.6625519
4047,134.7564392
4048,95.86079407
4049,98.03354645
4050,127.5246811
4051,125.5697021
4052,117.2279282
4053,142.0532532
4054,95.72026062
4055,132.9573669
4056,139.0608368
4057,122.254097
4058,113.1159515
4059,146.9756012
4060,128.4722748
4061,129.8332214
4062,156.3733368
4063,121.8553085
4064,140.6555481
4065,117.9264221
4066,138.5928345
4067,122.79599
4068,126.7809601
4069,0
4070,133.0770416
4071,0
4072,104.9087753
4073,129.3731842
4074,131.5976257
4075,142.4837494
4076,159.9111176
4077,93.14183044
4078,0
4079,113.5620193
4080,115.7776642
4081,119.0389404
4082,153.1606445
4083,130.7660065
4084,0
4085,149.6868744
4086,114.0078888
4087,128.5435028
4088,115.6758957
4089,94.63853455
4090,121.7804718
4091,134.4384003
4092,121.5228882
4093,146.507782
4094,127.9255142
4095,144.1981812
4096,137.4239197
4097,123.6788635
4098,121.3262405
4099,139.8145599
4100,102.4689026
4101,130.5038147
4102,138.2966003
4103,125.8498383
4104,128.2019806
4105,122.8127136
4106,141.7294617
4107,123.7769547
4108,131.1407776
4109,0
4110,113.1683578
4111,126.3809357
4112,140.9773102
4113,111.0560455
4114,130.3376312
4115,141.0475006
4116,108.8357468
4117,117.8962784
4118,0
4119,103.0093155
4120,117.5710373
4121,0
4122,120.4281921
4123,119.1705627
4124,0
4125,95.69681549
4126,124.643158
4127,109.7829132
4128,144.7845917
4129,0
4130,137.4581451
4131,0
4132,108.1603088
4133,116.4555893
4134,155.5172577
4135,0
4136,0
4137,146.9252319
4138,140.1336365
4139,0
4140,108.2653885
4141,125.2559967
4142,133.6635895
4143,141.9738312
4144,143.1286774
4145,125.0124969
4146,108.4022903
4147,128.6982727
4148,144.2792206
4149,125.2171097
4150,138.7583008
4151,0
4152,0
4153,145.151535
4154,0
4155,123.9537201
4156,108.8281555
4157,129.7866364
4158,115.0834656
4159,107.4757919
4160,0
4161,118.5334702
4162,0
4163,147.8430481
4164,106.3099213
4165,127.0352325
4166,101.4155273
4167,125.3418884
4168,119.0478973
4169,136.5187531
4170,118.5528412
4171,135.4804382
4172,112.5762329
4173,149.4179382
4174,116.7043839
4175,91.87143707
4176,123.1398315
4177,113.6255569
4178,106.3936844
4179,117.3902893
4180,140.1560822
4181,133.5310516
4182,124.24263
4183,103.027977
4184,104.7119598
4185,0
4186,139.1699829
4187,128.04245
4188,99.79240417
4189,142.948288
4190,99.23687744
4191,0
4192,114.1999893
4193,141.4135284
4194,151.2978668
4195,113.8960342
4196,134.4485626
4197,99.97594452
4198,121.461113
4199,100.4962616
4200,128.6836243
4201,85.13936615
4202,0
4203,126.9382477
4204,130.0413055
4205,0
4206,122.2303543
4207,88.47226715
4208,0
4209,104.9938278
4210,131.8750763
4211,115.6968079
4212,110.369957
4213,126.6387024
4214,92.32600403
4215,106.4526062
4216,130.3824463
4217,155.321701
4218,117.9454803
4219,0
4220,117.6443558
4221,143.9602356
4222,140.2209015
4223,126.3264542
4224,0
4225,120.3695374
4226,147.9282227
4227,87.88157654
4228,143.0144806
4229,102.0899277
4230,112.105545
4231,99.17518616
4232,132.4634857
4233,139.9236298
4234,104.8327866
4235,108.5406647
4236,114.7658997
4237,118.0578079
4238,103.5361328
4239,152.9531555
4240,0
4241,127.3921204
4242,118.9063187
4243,132.9157867
4244,111.0662003
4245,84.20909119
4246,143.5847015
4247,127.9665604
4248,118.9014587
4249,133.7416229
4250,0
4251,107.0486221
4252,0
4253,145.2054443
4254,114.8348999
4255,122.1568069
4256,152.206192
4257,116.8934097
4258,116.8058014
4259,97.74295044
4260,111.1748352
4261,124.9143372
4262,101.7875366
4263,166.2134247
4264,153.3541412
4265,119.6319656
4266,133.7928619
4267,107.3807831
4268,115.563446
4269,124.9487762
4270,130.1307983
4271,124.0284195
4272,141.3979645
4273,126.1488647
4274,120.0551834
4275,129.6290283
4276,118.2263336
4277,131.4581146
4278,157.0518494
4279,132.4058685
4280,139.3259583
4281,122.7262039
4282,0
4283,120.2339935
4284,110.8585968
4285,112.7977524
4286,122.6162109
4287,122.7314987
4288,127.3258438
4289,132.0092621
4290,0
4291,116.8166428
4292,117.5344315
4293,131.9262695
4294,0
4295,112.2324982
4296,128.3575745
4297,0
4298,134.818512
4299,134.047348
4300,111.7333298
4301,127.7887344
4302,109.7498322
4303,120.0241623
4304,155.009079
4305,128.2676544
4306,155.3804474
4307,125.6440964
4308,133.5680237
4309,126.7170639
4310,0
4311,127.9776306
4312,118.8160706
4313,117.5315628
4314,104.7467728
4315,126.1671753
4316,123.1141205
4317,113.2473297
4318,115.08918
4319,138.8997345
4320,132.86763
4321,0
4322,0
4323,120.6123581
4324,115.2825317
4325,134.5826721
4326,125.9889984
4327,114.2112656
4328,110.9640579
4329,103.298912
4330,101.9163818
4331,133.9017029
4332,157.1111145
4333,117.9498367
4334,98.2000351
4335,123.8568878
4336,114.0659637
4337,126.8991852
4338,111.5666199
4339,122.2148895
4340,98.14363098
4341,123.7754669
4342,149.6559906
4343,108.3166656
4344,119.3492889
4345,111.5475998
4346,111.3940582
4347,148.62146
4348,112.0691986
4349,0
4350,88.10694885
4351,98.56591797
4352,0
4353,110.6637344
4354,137.9523315
4355,120.1856995
4356,139.6925964
4357,0
4358,147.1993713
4359,130.0779572
4360,121.2961349
4361,160.640625
4362,151.4243164
4363,130.213089
4364,132.9711304
4365,0
4366,89.60945892
4367,114.7777481
4368,129.7442932
4369,0
4370,0
4371,139.6124725
4372,104.6319427
4373,116.0892181
4374,103.7175064
4375,126.5247269
4376,0
4377,114.7127991
4378,136.4249573
4379,125.291748
4380,105.3894882
4381,126.933815
4382,91.91243744
4383,121.5814056
4384,118.2406158
4385,130.8520966
4386,163.1497192
4387,135.5327759
4388,110.2687225
4389,133.2497559
4390,0
4391,125.0006943
4392,140.2650299
4393,135.4741974
4394,146.1804657
4395,123.9326782
4396,108.2293015
4397,131.8059082
4398,122.6422501
4399,131.4918823
4400,141.1411743
4401,137.6429901
4402,142.6834259
4403,0
4404,108.146431
4405,133.0328827
4406,109.3197403
4407,121.2926254
4408,138.6874084
4409,108.7411194
4410,137.3829193
4411,95.26312256
4412,147.3251953
4413,135.9617462
4414,139.1966858
4415,113.4499435
4416,131.2217255
4417,105.8136215
4418,137.588028
4419,123.548912
4420,135.4511261
4421,139.5014648
4422,119.7689743
4423,96.55721283
4424,113.7493362
4425,123.3336563
4426,80.92538452
4427,0
4428,119.1092224
4429,108.598465
4430,128.259903
4431,152.8952484
4432,0
4433,0
4434,113.3195724
4435,103.6903839
4436,139.3638916
4437,118.7599945
4438,0
4439,134.6856842
4440,99.13318634
4441,107.7624969
4442,126.4079132
4443,133.2245941
4444,97.98210907
4445,124.1553345
4446,119.899826
4447,126.9717026
4448,127.0171814
4449,0
4450,139.5327759
4451,129.1858521
4452,137.793808
4453,139.1885681
4454,149.1499329
4455,118.3631973
4456,143.3334351
4457,152.7254028
4458,101.4349442
4459,158.1327667
4460,0
4461,93.65785217
4462,0
4463,0
4464,142.8889313
4465,130.6277924
4466,115.6253815
4467,97.01593781
4468,115.733696
4469,123.3474808
4470,123.1633072
4471,0
4472,146.4841003
4473,104.8386765
4474,139.4532776
4475,89.92372131
4476,122.2306366
4477,133.615036
4478,120.4137192
4479,81.43349457
4480,132.0506592
4481,135.6626587
4482,0
4483,128.1779785
4484,121.3002014
4485,108.2725754
4486,146.6709137
4487,124.150795
4488,0
4489,132.2494659
4490,151.8403778
4491,120.6916504
4492,0
4493,0
4494,126.7648392
4495,113.9861069
4496,0
4497,0
4498,121.7031174
4499,103.7549057
4500,141.4164124
4501,98.45271301
4502,108.0179749
4503,0
4504,131.0600128
4505,103.674057
4506,0
4507,108.9001083
4508,112.8163223
4509,118.4157867
4510,120.5922165
4511,111.3528519
4512,136.760498
4513,112.5368729
4514,95.05343628
4515,96.65885925
4516,124.199585
4517,126.0842056
4518,152.8624725
4519,138.3275452
4520,119.7580719
4521,127.631958
4522,127.3075333
4523,122.8133926
4524,137.5847473
4525,149.0343628
4526,129.6047821
4527,149.8149719
4528,134.3827515
4529,0
4530,134.8383942
4531,134.4722595
4532,102.558815
4533,117.8126755
4534,136.5289001
4535,117.4462357
4536,133.6845093
4537,141.2423706
4538,114.892807
4539,135.5332642
4540,98.62258148
4541,0
4542,138.0379333
4543,132.2312469
4544,104.4687424
4545,122.4550171
4546,0
4547,130.9493103
4548,138.2660065
4549,161.3092651
4550,126.1619415
4551,116.6350174
4552,123.4172287
4553,104.9094391
4554,91.28933716
4555,0
4556,119.2177048
4557,142.842514
4558,116.6481247
4559,124.8328552
4560,132.8668213
4561,145.9290009
4562,133.7391052
4563,128.4197998
4564,143.5694885
4565,127.0134888
4566,101.7022095
4567,119.0087357
4568,131.471344
4569,137.0248871
4570,121.3866196
4571,120.370285
4572,133.6318207
4573,116.4994278
4574,129.7685852
4575,139.9339447
4576,0
4577,131.9713593
4578,100.6476822
4579,133.6799774
4580,126.7962036
4581,127.2294388
4582,118.6684952
4583,135.949295
4584,125.6113892
4585,110.0576477
4586,129.9377441
4587,145.5590973
4588,141.8222351
4589,101.4010544
4590,129.1096039
4591,93.44919586
4592,114.3547134
4593,120.1420135
4594,126.6279297
4595,128.8344727
4596,129.2683868
4597,144.4512177
4598,130.3222961
4599,123.2848511
4600,116.3680954
4601,103.7762222
4602,114.4510803
4603,120.0116806
4604,108.8543701
4605,0
4606,131.5811157
4607,146.8474579
4608,146.0805054
4609,132.9539337
4610,104.5209656
4611,107.1953278
4612,130.8665314
4613,106.0119781
4614,133.6714478
4615,116.8384476
4616,0
4617,108.9975357
4618,87.56632996
4619,122.6147614
4620,135.8782501
4621,131.6227417
4622,103.3720245
4623,117.520607
4624,147.3865051
4625,124.9995804
4626,125.0050735
4627,139.1729126
4628,124.3094482
4629,134.5100555
4630,140.0104523
4631,0
4632,128.7796326
4633,133.6525574
4634,126.254097
4635,104.9518127
4636,139.9184875
4637,135.4404144
4638,122.7171555
4639,127.158699
4640,96.0561142
4641,0
4642,134.3498993
4643,135.4788971
4644,104.4122772
4645,114.4709015
4646,124.7957687
4647,123.6755142
4648,132.4189758
4649,123.34655
4650,139.8411865
4651,135.668396
4652,137.9568481
4653,160.2182617
4654,114.6552658
4655,131.0192566
4656,91.63811493
4657,144.6425476
4658,147.256073
4659,126.7877808
4660,125.6277542
4661,130.9175415
4662,103.3582687
4663,121.3438644
4664,95.78107452
4665,113.3951874
4666,107.947052
4667,133.990509
4668,127.0939102
4669,97.32129669
4670,156.6714172
4671,109.0089645
4672,129.588089
4673,104.7236938
4674,137.5266113
4675,96.78741455
4676,122.3946686
4677,102.4585495
4678,111.2900696
4679,125.2388687
4680,133.2915955
4681,136.2870331
4682,0
4683,122.3475189
4684,112.8216248
4685,0
4686,0
4687,145.4008942
4688,132.2778625
4689,93.86066437
4690,121.4462509
4691,0
4692,142.3513336
4693,146.3636932
4694,132.1961975
4695,149.1674194
4696,0
4697,118.6068497
4698,124.1703339
4699,0
4700,106.7801285
4701,115.878952
4702,113.8746796
4703,112.0372086
4704,111.5909042
4705,120.3306274
4706,113.7404022
4707,139.0252075
4708,137.7867432
4709,0
4710,157.6111603
4711,111.2725449
4712,120.709938
4713,113.0569
4714,0
4715,132.9526672
4716,114.4549332
4717,134.199295
4718,124.4448624
4719,134.4199066
4720,132.8718109
4721,118.4468384
4722,114.0915222
4723,134.0408783
4724,99.9102478
4725,121.360611
4726,129.8643494
4727,117.7013092
4728,134.6447754
4729,117.9501953
4730,110.5804977
4731,114.4005814
4732,91.13484955
4733,132.0180511
4734,125.3444519
4735,116.0325623
4736,121.1911163
4737,97.91253662
4738,130.8692322
4739,104.5652313
4740,126.3999405
4741,131.3594513
4742,102.3857346
4743,137.6103058
4744,132.0498352
4745,126.4093475
4746,109.5945206
4747,0
4748,136.1233521
4749,148.6990662
4750,0
4751,124.832283
4752,151.8182983
4753,114.2951965
4754,124.0538406
4755,119.3879471
4756,140.8448639
4757,142.7319794
4758,128.8593597
4759,103.0512619
4760,117.482338
4761,134.0802307
4762,131.2541504
4763,131.7779541
4764,118.8174667
4765,109.9314804
4766,115.6907959
4767,108.4650574
4768,0
4769,120.5689392
4770,134.4829102
4771,103.8524017
4772,0
4773,94.69402313
4774,122.6769714
4775,149.5963287
4776,115.8422775
4777,103.6319122
4778,136.4117432
4779,116.9342422
4780,127.6454849
4781,164.9033813
4782,146.7291565
4783,138.9359589
4784,122.557785
4785,138.2920685
4786,105.0425262
4787,126.0184021
4788,127.5826111
4789,90.83978271
4790,128.3061371
4791,108.982933
4792,135.2241058
4793,122.4155045
4794,174.5930481
4795,115.0988922
4796,122.47155
4797,84.01679993
4798,119.1707153
4799,0
4800,119.425148
4801,142.0610809
4802,125.4686356
4803,0
4804,125.8078308
4805,121.8468857
4806,107.1243896
4807,123.138504
4808,117.9261246
4809,130.062149
4810,120.2970886
4811,137.8095398
4812,116.8921204
4813,126.1745148
4814,132.1517639
4815,123.538887
4816,146.0843811
4817,144.8334198
4818,134.4781799
4819,144.9677734
4820,110.6825256
4821,118.7721558
4822,96.55632782
4823,134.495697
4824,135.1845398
4825,104.0160065
4826,116.667366
4827,130.766571
4828,115.3282089
4829,110.0610809
4830,133.4519043
4831,120.6055527
4832,131.5489349
4833,97.87330627
4834,135.6679535
4835,0
4836,135.4162903
4837,143.535141
4838,99.63831329
4839,110.5895386
4840,128.5519562
4841,133.1807556
4842,115.6951904
4843,109.8139496
4844,129.3769989
4845,135.2172241
4846,128.3253174
4847,126.5830994
4848,107.1779938
4849,0
4850,136.1613159
4851,146.940567
4852,98.97616577
4853,133.5767059
4854,134.5180359
4855,110.8455505
4856,101.2953568
4857,0
4858,128.3295593
4859,129.3179779
4860,112.2807007
4861,108.3856354
4862,0
4863,117.8094482
4864,0
4865,156.7436523
4866,149.6112061
4867,151.9592438
4868,98.5686264
4869,91.36341095
4870,109.7994919
4871,128.000412
4872,122.4368057
4873,0
4874,90.83778381
4875,121.7781143
4876,128.2642059
4877,129.4925537
4878,0
4879,147.1492004
4880,129.5861816
4881,121.8104019
4882,0
4883,0
4884,134.6890564
4885,124.1062164
4886,0
4887,0
4888,117.4327545
4889,124.8731384
4890,87.9323349
4891,129.3450928
4892,105.3933105
4893,147.5018463
4894,127.8223419
4895,120.6283188
4896,133.451355
4897,119.3448257
4898,107.3242188
4899,110.5978851
4900,115.0653305
4901,95.23828125
4902,139.6865234
4903,139.1824188
4904,137.5755463
4905,100.2565002
4906,93.1676178
4907,91.54897308
4908,125.3638763
4909,114.3643036
4910,0
4911,125.5949554
4912,112.6616974
4913,156.8460388
4914,127.1688766
4915,0
4916,122.7704315
4917,0
4918,117.6372147
4919,134.7382965
4920,122.6874619
4921,129.5787811
4922,128.6855927
4923,141.9203949
4924,146.8544006
4925,123.9683838
4926,117.6391144
4927,107.8996429
4928,158.627243
4929,129.0291138
4930,0
4931,0
4932,142.1098175
4933,105.3266449
4934,127.8174744
4935,137.2466278
4936,118.20858
4937,112.0739517
4938,110.7781143
4939,109.8041306
4940,95.98096466
4941,145.3686981
4942,135.853241
4943,165.4000397
4944,112.3323822
4945,93.05757904
4946,135.543869
4947,140.4490967
4948,127.3614426
4949,121.7184219
4950,98.81254578
4951,115.3320923
4952,0
4953,121.5980759
4954,115.6466064
4955,134.053772
4956,134.3028259
4957,110.0614853
4958,145.8550568
4959,135.7066498
4960,113.6042099
4961,145.805069
4962,133.2353821
4963,159.0735016
4964,133.2912903
4965,106.7353897
4966,102.3508301
4967,0
4968,0
4969,126.0748062
4970,149.1181335
4971,107.1428299
4972,127.6713181
4973,0
4974,124.1417923
4975,106.7284851
4976,121.8515472
4977,137.8905792
4978,119.0369263
4979,106.1907349
4980,141.6773529
4981,125.0066528
4982,128.9825134
4983,138.6874847
4984,130.4737244
4985,111.5138626
4986,0
4987,140.1296539
4988,123.4096451
4989,131.1701202
4990,118.0530319
4991,105.8588791
4992,131.8060608
4993,135.6211395
4994,131.8573608
4995,125.3545685
4996,122.3573837
4997,124.4445572
4998,99.26798248
4999,130.5873108
5000,126.0518723
5001,126.5687332
5002,144.0656738
5003,0
5004,104.9096451
5005,138.4849701
5006,0
5007,141.8501587
5008,113.8043289
5009,132.5684967
5010,126.2829666
5011,128.7072906
5012,121.6067276
5013,102.4786758
5014,120.694397
5015,125.5847092
5016,135.6751862
5017,152.0586548
5018,102.5359268
5019,102.3654709
5020,126.7189865
5021,147.2632141
5022,113.5899048
5023,0
5024,0
5025,0
5026,112.7335358
5027,122.5741959
5028,95.7453537
5029,141.1346283
5030,117.0468292
5031,96.98327637
5032,128.6787872
5033,0
5034,166.3807678
5035,91.55936432
5036,110.7777863
5037,102.2424088
5038,98.39434052
5039,119.8000336
5040,104.986557
5041,0
5042,142.3553314
5043,128.8449097
5044,129.7773895
5045,127.8450623
5046,164.7060699
5047,143.9266357
5048,144.1868439
5049,94.22885132
5050,137.8823853
5051,157.1498108
5052,106.920517
5053,138.7301483
5054,73.92430115
5055,81.41375732
5056,130.7485504
5057,112.9813385
5058,144.4831543
5059,0
5060,127.6082764
5061,107.5405426
5062,119.1949463
5063,115.6564255
5064,135.6056061
5065,91.91401672
5066,133.4804688
5067,118.1453705
5068,128.3374329
5069,151.7878571
5070,143.9684906
5071,118.4780273
5072,122.2982635
5073,133.7127075
5074,140.3807831
5075,100.2725983
5076,138.4608612
5077,140.0924225
5078,89.09336853
5079,114.3305511
5080,139.4167786
5081,106.6317596
5082,139.3896027
5083,128.1358337
5084,132.8437042
5085,135.0654144
5086,134.9144745
5087,129.8879852
5088,144.9981537
5089,0
5090,103.1593246
5091,130.8890228
5092,130.4982758
5093,103.6791458
5094,142.0305634
5095,0
5096,123.7003784
5097,109.2453461
5098,114.7872849
5099,130.4533386
5100,120.6433868
5101,128.9265289
5102,107.0639954
5103,128.7391663
5104,116.4862595
5105,132.2297821
5106,123.0886078
5107,128.8503113
5108,137.3070831
5109,116.9999847
5110,148.0299835
5111,115.2927017
5112,155.9116364
5113,138.7742767
5114,141.4376831
5115,109.1193085
5116,108.5343857
5117,125.8518906
5118,118.7564774
5119,121.8263168
5120,117.7446671
5121,0
5122,126.8517303
5123,106.185936
5124,107.1020508
5125,131.1721649
5126,116.1009445
5127,90.68571472
5128,125.2794724
5129,102.2898941
5130,129.702301
5131,97.40258789
5132,147.4531097
5133,134.388092
5134,90.29838562
5135,148.9565582
5136,127.7341919
5137,131.0839539
5138,0
5139,105.3390045
5140,128.0405273
5141,124.8108978
5142,145.5516357
5143,142.7415009
5144,134.6124573
5145,91.86723328
5146,0
5147,127.7399368
5148,138.0314789
5149,143.5012207
5150,117.5923462
5151,119.4720383
5152,97.24573517
5153,80.3984375
5154,124.8279266
5155,138.4712982
5156,146.9903259
5157,108.539444
5158,110.0233841
5159,106.2236404
5160,101.9651642
5161,121.8993683
5162,106.4481735
5163,99.49641418
5164,105.6547012
5165,134.6664429
5166,118.185936
5167,141.9682159
5168,103.688858
5169,0
5170,143.6588287
5171,0
5172,131.985199
5173,134.21315
5174,119.3309402
5175,0
5176,87.28947449
5177,120.8185425
5178,130.5450439
5179,132.9267426
5180,165.6660156
5181,0
5182,107.499939
5183,0
5184,0
5185,108.4611816
5186,134.724472
5187,123.5878754
5188,112.2084885
5189,137.2143555
5190,0
5191,143.183136
5192,122.7779007
5193,108.6338272
5194,151.0128479
5195,129.8372192
5196,169.6513062
5197,103.3536224
5198,0
5199,105.1769028
5200,125.5680084
5201,106.8817825
5202,146.9975128
5203,133.059906
5204,131.3218994
5205,133.5937195
5206,124.8961258
5207,132.9140625
5208,115.9156876
5209,137.2792358
5210,133.2484894
5211,147.0526733
5212,151.7327881
5213,126.1919556
5214,0
5215,149.8149719
5216,138.1151581
5217,134.2718048
5218,131.3072968
5219,129.2312622
5220,111.0653152
5221,99.45838928
5222,134.0419006
5223,97.36290741
5224,145.2158508
5225,102.5959549
5226,0
5227,150.2621002
5228,152.1458282
5229,0
5230,133.98349
5231,133.8808441
5232,0
5233,123.2419739
5234,0
5235,128.9832611
5236,132.3863525
5237,124.5112
5238,136.7975769
5239,0
5240,129.7486267
5241,130.6478729
5242,109.8754807
5243,132.406311
5244,126.4068375
5245,114.4143219
5246,129.8034973
5247,118.264328
5248,124.5348282
5249,127.9386292
5250,125.653923
5251,100.1271515
5252,123.4315567
5253,132.0442657
5254,110.4231186
5255,87.98556519
5256,0
5257,134.2419128
5258,138.833725
5259,92.43164825
5260,129.5236816
5261,0
5262,119.8708344
5263,128.0139923
5264,118.5654755
5265,0
5266,125.1453705
5267,107.5639725
5268,115.9047012
5269,140.4762115
5270,83.15975189
5271,154.384201
5272,126.0413284
5273,159.4618378
5274,120.7721863
5275,86.78749084
5276,136.1941986
5277,142.7483521
5278,128.7718353
5279,99.74446106
5280,111.8323212
5281,120.6002884
5282,131.5220642
5283,120.2470551
5284,135.1069641
5285,112.4648056
5286,118.827774
5287,114.8356323
5288,133.1411896
5289,113.0074615
5290,132.0933685
5291,114.7338333
5292,141.4720154
5293,133.4599915
5294,116.7330704
5295,147.4937592
5296,101.9852448
5297,97.71086884
5298,121.8415909
5299,0
5300,0
5301,162.9940796
5302,0
5303,134.2463379
5304,107.1755371
5305,94.63619995
5306,128.5050659
5307,123.7752304
5308,121.6124115
5309,129.6280365
5310,125.1876984
5311,128.5107117
5312,154.2349854
5313,94.13794708
5314,137.3571167
5315,123.6430206
5316,161.6658936
5317,116.5027924
5318,129.7674561
5319,130.7355499
5320,112.6275787
5321,128.5453033
5322,117.7818222
5323,123.4827728
5324,132.4277039
5325,0
5326,117.6249619
5327,136.3183899
5328,0
5329,118.6800232
5330,151.3848572
5331,110.5232239
5332,128.7316742
5333,129.1787262
5334,103.8002014
5335,92.56672668
5336,117.3497543
5337,113.7715302
5338,92.11776733
5339,98.7762146
5340,0
5341,116.5286331
5342,134.6819763
